claim,Gaza,Gun Control,Racial Justice,Abortion,Immigration,Healthcare,Workers,Environment,Trump,LGBTplus,Musk
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Line 5 oil pipeline,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for peace,0.0,,,,,,,,,,
against war and injustice,0.0,,,,,,,,,,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,,,,,1.0,,1.0,1.0,,
for womens rights,0.0,,,,,1.0,,1.0,1.0,,
for social security,0.0,,,,,1.0,,1.0,1.0,,
for medicaid,0.0,,,,,1.0,,1.0,1.0,,
for public education,0.0,,,,,1.0,,1.0,1.0,,
for environmental protections,0.0,,,,,1.0,,1.0,1.0,,
for reproductive care,0.0,,,,,1.0,,1.0,1.0,,
for diversity equity and inclusion,0.0,,,,,1.0,,1.0,1.0,,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against genocide in Gaza,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for Palestinian liberation,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for liberation for all oppressed people,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for ending offshore wind projects in Massachusetts,0.0,,,,,,,1.0,,,
for environmental protection,0.0,,,,,,,1.0,,,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against white supremacy,1.0,,,,,,,1.0,,,
for Palestinian liberation,1.0,,,,,,,1.0,,,
for environmental justice,1.0,,,,,,,1.0,,,
for democracy,1.0,,,,,,,1.0,,,
for peace,1.0,,,,,,,1.0,,,
against Donald Trump,1.0,,1.0,,,,,,1.0,,
against all forms of oppression,1.0,,1.0,,,,,,1.0,,
for amplifying the voices of Black women and marginalized communities globally,1.0,,1.0,,,,,,1.0,,
for immigrant rights,1.0,,1.0,,,,,,1.0,,
in solidarity with oppressed women in Palestine and Congo (DRC) and Sudan and Haiti and beyond,1.0,,1.0,,,,,,1.0,,
against racism,1.0,,1.0,,,,,,1.0,,
against sexism,1.0,,1.0,,,,,,1.0,,
against classism,1.0,,1.0,,,,,,1.0,,
against imperialism,1.0,,1.0,,,,,,1.0,,
for justice and liberation for all,1.0,,1.0,,,,,,1.0,,
against all forms of oppression,1.0,,1.0,,,,,,,,
against racism,1.0,,1.0,,,,,,,,
against sexism,1.0,,1.0,,,,,,,,
against classism,1.0,,1.0,,,,,,,,
against imperialism,1.0,,1.0,,,,,,,,
for global solidarity,1.0,,1.0,,,,,,,,
for immigration reform,1.0,,1.0,,,,,,,,
for amplifying intersectional voices,1.0,,1.0,,,,,,,,
for Palestinian liberation,1.0,,1.0,,,,,,,,
in solidarity with oppressed people in Sudan and Haiti and Democratic Republic of the Congo,1.0,,1.0,,,,,,,,
for justice,1.0,,1.0,,,,,,,,
in remembrance of Tortuguita,0.0,,1.0,,,,,1.0,,,
against construction of police training centers,0.0,,1.0,,,,,1.0,,,
against police brutality,0.0,,1.0,,,,,1.0,,,
against racism,0.0,,1.0,,,,,1.0,,,
for environmental conservation,0.0,,1.0,,,,,1.0,,,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,,,,1.0,,,,,,
for justice and respect for immigrants,0.0,,,,1.0,,,,,,
against pro-Palestine rally,1.0,,,,,,,,,,
in solidarity with Israel,1.0,,,,,,,,,,
against President Biden's support for Israel,1.0,,,,,,,,,,
against the New York Times newspapers' complicity in genocide in Gaza,1.0,,,,,,,,,,
against Zionism and settler colonialism,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
in commemoration of Martin Luther King Jr. Day,1.0,,1.0,,,,,,,,
against racism,1.0,,1.0,,,,,,,,
for civil rights,1.0,,1.0,,,,,,,,
for Palestinian liberation,1.0,,1.0,,,,,,,,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against L3Harris,1.0,,,,,,,,,,
in solidarity with Palestinian birdwatchers,1.0,,,,,,,,,,
in support of the Boycott Divest Sanction movement against Israel,1.0,,,,,,,,,,
against weapons manufacturing,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for restoring expanded federal Child Tax Credit,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
against capitalism,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for Indigenous peoples' sovereignty,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
against police brutality,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for Black liberation,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for trans liberation,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
for Palestinian liberation,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
